premises,Text,label
The hair of a customer is being styled by specialized barbers in the salon.,Hair removal service available.,1
A scientist is working on a computer in. lab to analyze data.,We are currently analyzing the data.,1
The park is where one parent is instructing their son to ride a skateboard.,Skateboarding is being taught to you.,1
Friends are reminiscing over stories set around a campfire.,Meeting people by the fire.,1
An observation telescope located on a mountaintop is taking pictures of galaxies in the far-off regions.,The field of astronomy is currently being explored.,1
The kite is being kitted out by children in a windy park on an otherwise foggy day.,Going on a run in the open air.,1
Working man: A scientist in a lab coat mixes chemicals in an enclosed environment.,A chemical test is being conducted.,1
A professional chef is in the midst of creating an all-inclusive tasting menu for a new restaurant.,There is a display of culinary skill.,1
The winning soccer team is embracing their trophy on the field.,A toast to a successful achievement.,1
"The molding of clay is the process that enables it to be transformed into a beautiful, ornate vase by artisan craftsmen.",Pottery is being made.,1
A child is being supported by their parent while attempting to construct a miniature replica of renowned landmark.,Engaging in educational crafting.,1
tagged butterflies are being released into the field for migration research by a biologist.,A research project is underway on the migration of butterflies.,1
"On a calm beach, friends are seen practicing yoga during the early morning hours.",Mindful calming.,1
An expert jeweler is putting together an intricate necklace with precious stones.,Artistic representations of jewelry.,1
A team of surgeons and specialists in surgery are executing a complicated heart surgery.,A life-saving procedure.,1
An artist is transforming a tree stump into opulent sculpture using chainsaws.,Artistic hand carving using chainsaws.,1
A pilot is navigating a plane through challenging weather conditions to ensure ice cold landings.,Dedicated piloting skills.,1
The behavior of subatomic particles is being researched through the use of advanced equipment.,The exploration of particle physics.,1
"Friends are volunteering at a local animal shelter, taking care of and playing with rescue animals.",Service to the community.,1
A new haute couture collection is being conceived by a fashion designer.,Ingenious fashion design.,1
